"symbol","total_prices","stock_from_date","stock_to_date","total_earnings","earnings_from_date","earnings_to_date"
"MLHR","5395","1998-01-02","2019-06-12","40","2009-06-24","2019-03-20"
"MLI","5393","1998-01-02","2019-06-10","39","2009-07-21","2019-04-23"
"MLM","5393","1998-01-02","2019-06-10","41","2009-05-05","2019-04-30"
"MLND","1653","2012-11-12","2019-06-07","17","2014-02-27","2019-05-15"
"MLNK","4566","2000-01-03","2018-02-26","0","NULL","NULL"
"MLNT","1850","2012-02-03","2019-06-12","21","2014-02-27","2019-05-09"
"MLNX","3107","2007-02-08","2019-06-12","40","2009-07-22","2019-04-16"
"MLP","5393","1998-01-02","2019-06-10","36","2009-05-02","2018-11-01"
"MLR","5393","1998-01-02","2019-06-10","39","2009-05-06","2018-11-07"
"MLSS","5390","1998-01-02","2019-06-05","39","2009-08-10","2019-05-15"
"MLVF","2784","2008-05-21","2019-06-12","40","2009-07-24","2019-05-01"
"MMAC","5395","1998-01-02","2019-06-12","14","2015-05-13","2018-11-09"
"MMC","5393","1998-01-02","2019-06-10","41","2009-05-06","2019-04-25"
"MMD","1722","2012-08-03","2019-06-10","0","NULL","NULL"
"MMDM","506","2017-06-07","2019-06-12","2","2017-08-10","2017-11-14"
"MMDMR","290","2017-06-07","2019-06-11","0","NULL","NULL"
"MMDMU","199","2017-05-12","2019-04-04","0","NULL","NULL"
"MMDMW","326","2017-06-07","2019-06-11","0","NULL","NULL"
"MMI","1410","2013-10-31","2019-06-10","22","2014-03-11","2019-05-07"
"MMLP","4180","2002-11-01","2019-06-12","39","2009-05-06","2019-04-24"
"MMM","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-04-25"
"MMP","4585","2001-03-19","2019-06-10","41","2009-05-06","2019-05-01"
"MMS","5393","1998-01-02","2019-06-10","41","2009-05-07","2019-05-09"
"MMSI","5395","1998-01-02","2019-06-12","40","2009-07-28","2019-04-23"
"MMT","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MMU","5393","1998-01-02","2019-06-10","5","2014-04-16","2016-12-15"
"MMV","5028","1999-01-27","2019-01-18","0","NULL","NULL"
"MMYT","2223","2010-08-12","2019-06-12","35","2010-11-15","2019-05-16"
"MN","1899","2011-11-18","2019-06-10","30","2012-02-15","2019-04-30"
"MNCL","74","2019-02-28","2019-06-13","0","NULL","NULL"
"MNCLU","82","2019-02-07","2019-06-07","0","NULL","NULL"
"MNCLW","37","2019-02-28","2019-06-13","0","NULL","NULL"
"MNDO","4740","2000-08-08","2019-06-12","38","2009-08-19","2018-11-08"
"MNE","3993","2003-07-30","2019-06-10","0","NULL","NULL"
"MNGA","2683","2008-10-14","2019-06-12","24","2013-04-01","2019-02-13"
"MNI","5390","1998-01-02","2019-06-05","41","2009-07-21","2019-05-09"
"MNK","1506","2013-06-17","2019-06-10","24","2013-08-09","2019-05-07"
"MNKD","3745","2004-07-28","2019-06-12","41","2009-05-04","2019-05-07"
"MNLO","344","2018-01-25","2019-06-07","2","2019-02-27","2019-05-02"
"MNOV","3147","2006-12-08","2019-06-12","36","2009-05-15","2019-04-25"
"MNP","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MNR","5393","1998-01-02","2019-06-10","36","2010-08-06","2019-05-09"
"MNRL","35","2019-04-18","2019-06-07","0","NULL","NULL"
"MNRO","5395","1998-01-02","2019-06-12","41","2009-05-28","2019-05-21"
"MNSB","727","2016-01-04","2019-06-07","1","2019-04-23","2019-04-23"
"MNST","5395","1998-01-02","2019-06-12","30","2012-02-23","2019-05-02"
"MNTA","3770","2004-06-22","2019-06-12","41","2009-05-07","2019-05-02"
"MNTX","3605","2005-02-15","2019-06-12","41","2009-05-07","2019-05-06"
"MO","5393","1998-01-02","2019-06-10","40","2009-07-22","2019-04-25"
"MOBL","1259","2014-06-12","2019-06-12","20","2014-07-30","2019-04-25"
"MOC","5318","1998-01-02","2019-02-21","39","2009-06-26","2018-11-09"
"MOD","5393","1998-01-02","2019-06-10","41","2009-06-02","2019-05-22"
"MODN","1567","2013-03-20","2019-06-10","25","2013-05-07","2019-05-07"
"MOFG","2863","2008-01-29","2019-06-12","38","2010-02-05","2019-04-25"
"MOGLC","467","2016-12-01","2019-03-29","0","NULL","NULL"
"MOGO","571","2017-03-02","2019-06-07","2","2019-03-12","2019-05-14"
"MOGU","126","2018-12-06","2019-06-07","2","2019-02-25","2019-05-30"
"MOH","4012","2003-07-02","2019-06-10","40","2009-08-04","2019-04-29"
"MOMO","1130","2014-12-15","2019-06-12","18","2015-03-04","2019-05-28"
"MON","4438","2000-10-18","2018-07-18","0","NULL","NULL"
"MOR","286","2018-04-19","2019-06-07","1","2019-03-13","2019-03-13"
"MORN","3552","2005-05-03","2019-06-12","38","2009-07-30","2018-10-24"
"MOS","5393","1998-01-02","2019-06-10","40","2009-07-22","2019-05-06"
"MOSC","372","2017-12-11","2019-06-10","0","NULL","NULL"
"MOSY","4516","2001-06-28","2019-06-12","38","2009-07-28","2018-11-06"
"MOTS","330","2018-02-14","2019-06-07","3","2019-03-27","2019-05-10"
"MOV","5393","1998-01-02","2019-06-10","41","2009-06-09","2019-05-30"
"MOXC","1302","2014-04-10","2019-06-12","11","2016-02-22","2019-01-15"
"MPA","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MPAA","5395","1998-01-02","2019-06-12","39","2009-06-15","2019-02-11"
"MPAC","394","2017-05-05","2019-03-12","0","NULL","NULL"
"MPACU","288","2017-03-10","2018-10-26","0","NULL","NULL"
"MPACW","340","2017-05-05","2019-03-12","0","NULL","NULL"
"MPB","5395","1998-01-02","2019-06-12","40","2009-07-31","2019-04-25"
"MPC","2003","2011-06-23","2019-06-10","32","2011-08-02","2019-05-08"
"MPCT","790","2016-04-22","2019-06-12","0","NULL","NULL"
"MPLX","1663","2012-10-26","2019-06-10","26","2013-01-30","2019-05-08"
"MPO","1795","2012-04-20","2019-06-10","17","2014-03-11","2019-05-10"
"MPV","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MPVD","5395","1998-01-02","2019-06-12","22","2014-03-26","2019-05-08"
"MPW","3504","2005-07-08","2019-06-10","41","2009-05-07","2019-05-02"
"MPWR","3664","2004-11-19","2019-06-12","40","2009-07-30","2019-05-02"
"MPX","4598","2001-02-28","2019-06-10","40","2009-07-29","2019-04-24"
"MQT","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MQY","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MR","1254","2014-06-20","2019-06-13","1","2019-05-07","2019-05-07"
"MRAM","673","2016-10-07","2019-06-12","11","2016-11-14","2019-05-08"
"MRBK","399","2017-11-07","2019-06-12","3","2018-05-01","2019-05-23"
"MRC","1801","2012-04-12","2019-06-10","29","2012-05-04","2019-05-02"
"MRCC","1666","2012-10-25","2019-06-12","25","2013-05-14","2019-05-07"
"MRCCL","181","2018-09-18","2019-06-07","0","NULL","NULL"
"MRCY","5376","1998-01-30","2019-06-12","40","2009-08-04","2019-04-30"
"MRDN","1778","2011-03-01","2018-07-02","0","NULL","NULL"
"MRDNW","239","2017-01-25","2018-07-02","0","NULL","NULL"
"MREO","32","2019-04-24","2019-06-07","0","NULL","NULL"
"MRIC","1767","2012-05-22","2019-06-07","0","NULL","NULL"
"MRIN","1565","2013-03-22","2019-06-10","23","2013-05-08","2018-11-13"
"MRK","5393","1998-01-02","2019-06-10","40","2009-07-21","2019-04-30"
"MRKR","1311","2014-03-25","2019-06-07","7","2016-08-15","2019-05-09"
"MRLN","3921","2003-11-12","2019-06-12","41","2009-05-07","2019-05-02"
"MRNA","5330","1998-01-02","2019-06-07","13","2014-11-17","2019-05-08"
"MRNS","1225","2014-07-31","2019-06-12","19","2014-11-13","2019-05-01"
"MRO","5393","1998-01-02","2019-06-10","40","2009-08-03","2019-05-01"
"MRSN","492","2017-06-28","2019-06-12","8","2017-08-11","2019-05-09"
"MRT","674","2016-09-29","2019-06-06","13","2016-11-08","2019-05-09"
"MRTN","5395","1998-01-02","2019-06-12","40","2009-07-21","2019-04-16"
"MRTX","1489","2013-07-15","2019-06-12","24","2013-08-12","2019-04-29"
"MRUS","771","2016-05-19","2019-06-12","11","2016-07-12","2019-05-30"
"MRVL","4766","2000-06-30","2019-06-12","41","2009-05-28","2019-05-30"
"MS","5393","1998-01-02","2019-06-10","40","2009-07-22","2019-04-17"
"MSA","5393","1998-01-02","2019-06-10","41","2009-07-28","2019-04-24"
"MSB","5393","1998-01-02","2019-06-10","27","2011-09-08","2018-09-07"
"MSBF","3016","2007-06-20","2019-06-12","37","2009-05-04","2019-02-05"
"MSBI","768","2016-05-24","2019-06-12","12","2016-07-28","2019-04-25"
"MSC","159","2018-10-18","2019-06-07","1","2019-05-07","2019-05-07"
"MSCA","1255","2013-04-08","2018-03-29","0","NULL","NULL"
"MSCC","4631","2000-01-03","2018-06-07","0","NULL","NULL"
"MSCI","2910","2007-11-15","2019-06-10","35","2010-09-30","2019-05-02"
"MSD","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MSDI","396","2016-07-08","2018-02-09","0","NULL","NULL"
"MSDIW","367","2016-07-08","2018-02-09","0","NULL","NULL"
"MSEX","5395","1998-01-02","2019-06-12","41","2009-05-11","2019-05-06"
"MSF","5319","1998-01-02","2019-02-22","0","NULL","NULL"
"MSFG","4596","2000-01-03","2018-06-07","0","NULL","NULL"
"MSFT","5397","1998-01-02","2019-06-14","40","2009-07-23","2019-04-24"
"MSG","2362","2010-01-25","2019-06-12","15","2015-11-05","2019-05-08"
"MSGN","2360","2010-01-25","2019-06-10","22","2014-02-07","2019-05-02"
"MSI","5393","1998-01-02","2019-06-10","34","2011-01-27","2019-05-02"
"MSL","5393","1998-01-02","2019-06-10","40","2009-07-27","2019-04-30"
"MSM","5393","1998-01-02","2019-06-10","40","2009-07-02","2019-04-10"
"MSN","5390","1998-01-02","2019-06-05","35","2009-07-14","2018-11-14"
"MSON","5395","1998-01-02","2019-06-12","37","2009-05-11","2019-05-08"
"MSP","3348","2005-04-27","2018-08-13","0","NULL","NULL"
"MSTR","5285","1998-06-11","2019-06-12","41","2009-05-06","2019-04-30"
"MSVB","1666","2012-10-03","2019-06-07","1","2019-02-06","2019-02-06"
"MT","5393","1998-01-02","2019-06-10","39","2009-07-29","2019-05-09"
"MTB","5393","1998-01-02","2019-06-10","40","2009-07-20","2019-04-15"
"MTBC","1231","2014-07-23","2019-06-12","20","2014-08-27","2019-05-08"
"MTBCP","906","2015-11-04","2019-06-12","0","NULL","NULL"
"MTC","1145","2014-02-18","2019-04-29","0","NULL","NULL"
"MTCH","2725","2006-11-07","2019-06-12","14","2016-02-02","2019-05-07"
"MTD","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-05-09"
"MTDR","1849","2012-02-02","2019-06-10","29","2012-05-14","2019-05-01"
"MTEC","322","2018-02-26","2019-06-07","0","NULL","NULL"
"MTECU","333","2018-01-30","2019-06-07","0","NULL","NULL"
"MTECW","225","2018-02-27","2019-06-07","0","NULL","NULL"
"MTEM","3612","2005-02-04","2019-06-12","22","2014-03-06","2019-05-13"
"MTEX","5114","1999-02-16","2019-06-12","39","2009-05-06","2018-11-06"
"MTFB","643","2016-11-18","2019-06-12","0","NULL","NULL"
"MTFBW","395","2016-11-18","2019-05-24","0","NULL","NULL"
"MTG","5393","1998-01-02","2019-06-10","40","2009-07-16","2019-04-23"
"MTGE","1788","2011-08-04","2019-04-05","0","NULL","NULL"
"MTGEP","1088","2014-05-19","2019-04-05","0","NULL","NULL"
"MTH","5393","1998-01-02","2019-06-10","40","2009-07-27","2019-04-23"
"MTL","3677","2004-10-29","2019-06-10","10","2009-07-10","2016-05-13"
"MTLS","1250","2014-06-25","2019-06-12","20","2014-08-14","2019-04-30"
"MTN","5393","1998-01-02","2019-06-10","41","2009-06-04","2019-06-06"
"MTNB","1203","2014-08-18","2019-06-05","17","2015-05-11","2019-05-13"
"MTOR","4759","2000-07-10","2019-06-10","33","2011-05-03","2019-05-01"
"MTP","884","2015-12-07","2019-06-12","0","NULL","NULL"
"MTR","5393","1998-01-02","2019-06-10","25","2012-08-09","2018-11-14"
"MTRN","5393","1998-01-02","2019-06-10","33","2011-04-28","2019-05-02"
"MTRX","5395","1998-01-02","2019-06-12","40","2009-08-04","2019-05-08"
"MTSC","5395","1998-01-02","2019-06-12","38","2009-07-22","2019-05-06"
"MTSI","1822","2012-03-15","2019-06-12","29","2012-05-08","2019-05-07"
"MTSL","5395","1998-01-02","2019-06-12","36","2009-05-14","2018-04-30"
"MTT","2568","2009-03-27","2019-06-10","0","NULL","NULL"
"MTU","4276","2001-04-02","2018-06-07","0","NULL","NULL"
"MTW","5393","1998-01-02","2019-06-10","40","2009-07-27","2019-05-09"
"MTX","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-05-02"
"MTZ","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-05-02"
"MU","5395","1998-01-02","2019-06-12","40","2009-06-25","2019-03-20"
"MUA","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MUC","5354","1998-03-02","2019-06-10","0","NULL","NULL"
"MUDS","306","2018-03-12","2019-06-07","0","NULL","NULL"
"MUDSU","319","2018-02-08","2019-06-06","0","NULL","NULL"
"MUDSW","176","2018-03-12","2019-06-06","0","NULL","NULL"
"MUE","5097","1999-03-09","2019-06-10","0","NULL","NULL"
"MUFG","4559","2001-04-02","2019-06-07","17","2014-02-03","2019-02-04"
"MUH","5353","1998-03-03","2019-06-10","0","NULL","NULL"
"MUI","3993","2003-07-30","2019-06-10","0","NULL","NULL"
"MUJ","5346","1998-03-12","2019-06-10","0","NULL","NULL"
"MULE","289","2017-03-17","2019-01-31","0","NULL","NULL"
"MUR","5393","1998-01-02","2019-06-10","41","2009-05-06","2019-05-02"
"MUS","5310","1998-05-04","2019-06-10","0","NULL","NULL"
"MUSA","1462","2013-08-19","2019-06-10","23","2013-11-06","2019-04-29"
"MUX","5393","1998-01-02","2019-06-10","29","2012-03-12","2019-04-30"
"MVBF","2707","2008-08-22","2019-06-12","12","2016-03-09","2019-05-01"
"MVC","4768","2000-06-26","2019-06-10","35","2009-12-22","2019-06-10"
"MVCD","389","2017-11-20","2019-06-10","0","NULL","NULL"
"MVF","5390","1998-01-02","2019-06-05","0","NULL","NULL"
"MVIS","5395","1998-01-02","2019-06-12","39","2009-05-06","2019-04-17"
"MVO","3119","2007-01-19","2019-06-10","34","2010-03-16","2018-11-08"
"MVT","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MWA","3281","2006-05-26","2019-06-10","41","2009-05-05","2019-05-06"
"MX","2075","2011-03-11","2019-06-10","28","2011-04-27","2019-04-30"
"MXC","5390","1998-01-02","2019-06-05","36","2009-06-30","2018-11-09"
"MXE","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MXF","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MXIM","5395","1998-01-02","2019-06-12","40","2009-08-06","2019-04-30"
"MXL","2319","2010-03-24","2019-06-10","37","2010-05-05","2019-05-01"
"MXWL","5377","1998-01-02","2019-05-16","37","2009-05-05","2019-02-21"
"MYC","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MYD","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MYE","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-05-08"
"MYF","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MYFW","223","2018-07-19","2019-06-07","1","2019-04-25","2019-04-25"
"MYGN","5395","1998-01-02","2019-06-12","41","2009-05-04","2019-05-07"
"MYI","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MYJ","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MYL","5395","1998-01-02","2019-06-12","40","2009-07-30","2019-05-07"
"MYN","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"MYND","488","2017-07-05","2019-06-12","7","2017-08-14","2019-05-13"
"MYNDW","258","2017-07-14","2019-06-10","0","NULL","NULL"
"MYO","499","2017-06-12","2019-06-05","8","2017-08-14","2019-05-13"
"MYOK","910","2015-10-29","2019-06-12","15","2015-11-18","2019-05-09"
"MYOS","2294","2010-05-03","2019-06-12","16","2014-05-16","2019-05-08"
"MYOV","657","2016-10-27","2019-06-10","8","2017-02-13","2019-05-24"
"MYRG","2726","2008-08-13","2019-06-12","41","2009-05-14","2019-05-01"
"MYSZ","726","2016-07-25","2019-06-12","6","2017-05-16","2018-11-20"
"MYT","1016","2015-06-01","2019-06-13","0","NULL","NULL"
"MZA","5390","1998-01-02","2019-06-05","0","NULL","NULL"
"MZF","3731","2003-10-09","2018-08-03","0","NULL","NULL"
"MZOR","1406","2013-05-28","2019-04-05","0","NULL","NULL"
"NAC","5042","1999-05-26","2019-06-10","0","NULL","NULL"
"NAD","5042","1999-05-26","2019-06-10","0","NULL","NULL"
"NAII","5395","1998-01-02","2019-06-12","39","2009-05-13","2018-11-13"
"NAK","3940","2003-10-09","2019-06-05","34","2009-08-14","2018-11-15"
"NAKD","2387","2009-12-16","2019-06-12","10","2015-06-15","2018-12-20"
"NAN","5042","1999-05-26","2019-06-10","0","NULL","NULL"
"NANO","5395","1998-01-02","2019-06-12","40","2009-07-30","2019-04-30"
"NAO","1257","2014-06-12","2019-06-10","18","2014-08-06","2019-06-06"
"NAOV","491","2017-06-27","2019-06-12","10","2016-08-15","2018-11-14"
"NAP","1029","2014-11-13","2019-02-26","0","NULL","NULL"
"NAT","5393","1998-01-02","2019-06-10","40","2009-08-07","2019-05-14"
"NATH","5395","1998-01-02","2019-06-12","40","2009-06-10","2019-02-01"
"NATI","5395","1998-01-02","2019-06-12","40","2009-07-23","2019-04-30"
"NATR","2508","2009-06-25","2019-06-12","36","2010-03-15","2018-11-07"
"NAUH","2878","2008-01-07","2019-06-12","34","2010-08-16","2019-01-22"
"NAV","5393","1998-01-02","2019-06-10","41","2009-06-09","2019-06-04"
"NAVB","5390","1998-01-02","2019-06-05","28","2012-02-29","2018-11-07"
"NAVG","5382","1998-01-02","2019-05-23","40","2009-08-06","2019-02-28"
"NAVI","1297","2014-04-17","2019-06-12","20","2014-07-16","2019-04-23"
"NAZ","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NBB","2295","2010-04-28","2019-06-10","0","NULL","NULL"
"NBD","1925","2010-11-24","2018-07-19","0","NULL","NULL"
"NBEV","866","2016-01-04","2019-06-12","12","2016-08-22","2019-05-09"
"NBH","4183","2002-10-22","2019-06-05","0","NULL","NULL"
"NBHC","1689","2012-09-20","2019-06-10","27","2012-11-01","2019-04-23"
"NBIX","5395","1998-01-02","2019-06-12","41","2009-05-05","2019-04-29"
"NBL","5393","1998-01-02","2019-06-10","40","2009-07-30","2019-05-03"
"NBLX","687","2016-09-15","2019-06-10","11","2016-11-02","2019-05-03"
"NBN","5395","1998-01-02","2019-06-12","40","2009-08-11","2019-04-29"
"NBO","4201","2002-09-26","2019-06-05","0","NULL","NULL"
"NBR","5393","1998-01-02","2019-06-10","40","2009-07-21","2019-04-30"
"NBRV","939","2015-09-18","2019-06-12","12","2016-05-10","2019-05-10"
"NBTB","5395","1998-01-02","2019-06-12","40","2009-07-27","2019-04-22"
"NBW","4183","2002-10-22","2019-06-05","0","NULL","NULL"
"NBY","2921","2007-10-26","2019-06-05","41","2009-05-18","2019-05-09"
"NC","5393","1998-01-02","2019-06-10","39","2009-05-05","2018-10-30"
"NCA","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NCB","2546","2009-04-28","2019-06-10","1","2019-01-30","2019-01-30"
"NCBS","1528","2013-05-17","2019-06-12","13","2016-04-19","2019-04-16"
"NCI","5393","1998-01-02","2019-06-10","41","2009-05-07","2019-04-25"
"NCLH","1610","2013-01-18","2019-06-12","26","2013-02-11","2019-05-09"
"NCMI","3107","2007-02-08","2019-06-12","41","2009-05-12","2019-05-06"
"NCNA","428","2017-09-28","2019-06-12","2","2019-03-07","2019-05-14"
"NCOM","1015","2015-03-19","2019-03-29","16","2015-04-28","2019-01-22"
"NCR","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-05-07"
"NCS","5393","1998-01-02","2019-06-10","40","2009-06-09","2019-05-08"
"NCSM","534","2017-04-28","2019-06-12","9","2017-05-15","2019-05-06"
"NCTY","3647","2004-12-15","2019-06-12","7","2009-11-23","2015-03-26"
"NCV","4077","2003-03-31","2019-06-10","16","2014-01-29","2018-01-29"
"NCZ","3994","2003-07-29","2019-06-10","0","NULL","NULL"
"NDAQ","4267","2002-07-01","2019-06-12","41","2009-05-07","2019-04-24"
"NDLS","1499","2013-06-28","2019-06-12","24","2013-08-08","2019-05-09"
"NDP","1727","2012-07-27","2019-06-10","0","NULL","NULL"
"NDRA","490","2017-06-30","2019-06-12","7","2017-08-07","2019-05-14"
"NDRAW","333","2017-06-28","2019-06-11","0","NULL","NULL"
"NDRO","1727","2011-11-03","2019-02-26","0","NULL","NULL"
"NDSN","5395","1998-01-02","2019-06-12","41","2009-05-21","2019-05-20"
"NE","5393","1998-01-02","2019-06-10","40","2009-07-22","2019-05-01"
"NEA","4163","2002-11-22","2019-06-10","0","NULL","NULL"
"NEBU","292","2018-03-06","2019-06-07","0","NULL","NULL"
"NEBUU","342","2018-01-09","2019-06-12","0","NULL","NULL"
"NEBUW","292","2018-03-22","2019-06-06","0","NULL","NULL"
"NEE","5393","1998-01-02","2019-06-10","36","2010-07-23","2019-04-23"
"NEM","5393","1998-01-02","2019-06-10","40","2009-07-23","2019-04-25"
"NEN","5389","1998-01-02","2019-06-05","29","2011-05-12","2018-11-08"
"NEO","3837","2004-03-16","2019-06-12","26","2013-02-14","2019-04-30"
"NEOG","5395","1998-01-02","2019-06-12","40","2009-07-21","2019-03-26"
"NEON","5395","1998-01-02","2019-06-12","27","2012-05-14","2018-11-08"
"NEOS","979","2015-07-23","2019-06-12","16","2015-09-03","2019-05-09"
"NEP","1246","2014-06-27","2019-06-10","18","2014-11-12","2019-04-23"
"NEPT","2979","2007-08-13","2019-06-12","32","2009-10-15","2019-06-12"
"NERV","1246","2014-07-01","2019-06-12","20","2014-08-07","2019-05-06"
"NES","2496","2007-11-20","2019-06-05","12","2014-03-10","2018-11-05"
"NESR","509","2017-06-05","2019-06-12","4","2017-11-14","2019-05-13"
"NESRW","370","2017-06-05","2019-06-12","0","NULL","NULL"
"NETE","2680","2008-10-17","2019-06-12","21","2013-08-20","2018-11-14"
"NETS","543","2017-04-12","2019-06-10","7","2017-05-15","2018-11-13"
"NEU","5393","1998-01-02","2019-06-10","40","2009-07-28","2019-04-24"
"NEV","2442","2009-09-25","2019-06-10","0","NULL","NULL"
"NEW","246","2018-06-15","2019-06-07","0","NULL","NULL"
"NEWA","471","2017-07-28","2019-06-12","0","NULL","NULL"
"NEWM","1346","2014-02-04","2019-06-10","22","2014-03-19","2019-05-02"
"NEWR","878","2014-12-12","2018-06-08","18","2015-02-12","2019-05-14"
"NEWT","4705","2000-09-27","2019-06-12","39","2009-05-13","2019-05-01"
"NEWTI","296","2018-02-22","2019-06-07","0","NULL","NULL"
"NEWTL","507","2016-04-25","2018-04-27","0","NULL","NULL"
"NEWTZ","924","2015-09-28","2019-06-11","0","NULL","NULL"
"NEXA","405","2017-10-27","2019-06-10","7","2017-11-10","2019-04-30"
"NEXT","1013","2015-06-04","2019-06-12","2","2019-03-06","2019-05-07"
"NEXTW","877","2015-04-16","2019-06-05","0","NULL","NULL"
"NFBK","2917","2007-11-08","2019-06-12","40","2009-07-29","2019-04-24"
"NFC","213","2018-07-27","2019-06-07","0","NULL","NULL"
"NFE","89","2019-01-31","2019-06-07","1","2019-05-15","2019-05-15"
"NFEC","3183","2006-10-18","2019-06-12","33","2010-11-12","2018-11-14"
"NFG","5393","1998-01-02","2019-06-10","40","2009-08-06","2019-05-02"
"NFJ","3594","2005-03-01","2019-06-10","0","NULL","NULL"
"NFLX","4294","2002-05-23","2019-06-13","40","2009-07-23","2019-04-16"
"NFTY","285","2018-04-18","2019-06-07","0","NULL","NULL"
"NFX","5314","1998-01-02","2019-02-14","39","2009-07-22","2019-02-19"
"NG","3901","2003-12-04","2019-06-05","37","2009-10-13","2019-04-02"
"NGD","3660","2004-11-18","2019-06-05","41","2009-05-12","2019-04-25"
"NGG","4637","2001-01-02","2019-06-10","0","NULL","NULL"
"NGHC","1338","2014-02-20","2019-06-13","22","2014-03-12","2019-05-06"
"NGHCN","743","2016-06-30","2019-06-13","0","NULL","NULL"
"NGHCO","1060","2015-03-30","2019-06-13","0","NULL","NULL"
"NGHCP","1254","2014-06-20","2019-06-13","0","NULL","NULL"
"NGHCZ","961","2015-08-19","2019-06-13","0","NULL","NULL"
"NGL","2030","2011-05-16","2019-06-10","31","2011-11-14","2019-05-30"
"NGM","45","2019-04-04","2019-06-07","1","2019-05-16","2019-05-16"
"NGS","4186","2002-10-22","2019-06-10","41","2009-05-08","2019-05-09"
"NGVC","1729","2012-07-25","2019-06-10","26","2012-11-15","2019-05-02"
"NGVT","782","2016-05-02","2019-06-10","13","2016-05-31","2019-05-01"
"NH","763","2016-06-02","2019-06-13","12","2016-08-09","2019-05-09"
"NHA","848","2016-01-27","2019-06-10","0","NULL","NULL"
"NHC","5390","1998-01-02","2019-06-05","39","2009-05-05","2018-11-09"
"NHF","3261","2006-06-26","2019-06-10","0","NULL","NULL"
"NHI","5393","1998-01-02","2019-06-10","40","2009-08-07","2019-05-07"
"NHLD","5396","1998-01-02","2019-06-13","39","2009-05-15","2018-12-21"
"NHLDW","352","2017-01-23","2019-06-13","0","NULL","NULL"
"NHS","3991","2003-07-29","2019-06-05","0","NULL","NULL"
"NHTC","5396","1998-01-02","2019-06-13","26","2012-03-27","2018-10-30"
"NI","5393","1998-01-02","2019-06-10","40","2009-08-04","2019-05-01"
"NICE","5396","1998-01-02","2019-06-13","41","2009-05-07","2019-05-16"
"NICK","5396","1998-01-02","2019-06-13","40","2009-05-05","2019-02-01"
"NID","1637","2012-12-06","2019-06-10","0","NULL","NULL"
"NIE","3095","2007-02-23","2019-06-10","0","NULL","NULL"
"NIHD","3973","2002-11-21","2019-06-13","17","2014-02-27","2018-11-08"
"NIM","5393","1998-01-02","2019-06-10","0","NULL","NULL"
"NINE","349","2018-01-19","2019-06-10","7","2018-03-28","2019-05-08"
"NIO","185","2018-09-12","2019-06-07","2","2019-03-05","2019-05-28"
"NIQ","1594","2013-02-08","2019-06-10","0","NULL","NULL"
"NITE","425","2017-09-28","2019-06-07","5","2018-06-06","2019-05-10"
"NIU","158","2018-10-19","2019-06-07","2","2019-03-18","2019-05-13"
"NJR","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-05-03"
"NJV","2546","2009-04-28","2019-06-10","0","NULL","NULL"
"NK","977","2015-07-28","2019-06-13","15","2015-09-10","2019-05-08"
"NKE","5393","1998-01-02","2019-06-10","40","2009-06-24","2019-03-21"
"NKG","4204","2002-09-26","2019-06-10","0","NULL","NULL"
"NKSH","4914","1999-12-01","2019-06-13","39","2009-07-15","2019-04-18"
"NKTR","5396","1998-01-02","2019-06-13","41","2009-05-06","2019-05-08"
"NKX","4127","2003-01-16","2019-06-10","0","NULL","NULL"
"NL","5393","1998-01-02","2019-06-10","38","2009-05-06","2018-11-07"
"NLNK","1907","2011-11-11","2019-06-13","29","2012-03-29","2019-05-08"
"NLS","5057","1999-05-05","2019-06-10","41","2009-05-11","2019-05-06"
"NLSN","2105","2011-01-27","2019-06-10","34","2011-03-01","2019-04-30"
"NLST","3147","2006-12-11","2019-06-13","40","2009-05-13","2019-02-27"
"NLY","5393","1998-01-02","2019-06-10","40","2009-07-29","2019-05-01"
"NM","3630","2005-01-06","2019-06-10","40","2009-05-21","2019-05-28"
"NMCI","124","2018-12-10","2019-06-07","3","2019-01-30","2019-05-06"
